,RegisterPage,JPEGNum,EntryNum,Title,First Name,Last Name,City,Occupation,drYear,drMonth,drDay,drNo,drTitle,drFirst,drLast,drNo2,DollarAmt,CentAmt,crYear,crMonth,crDay,crNo,crTitle,crFirst,crLast,crNo2,crDollarAmt,crCentAmt,Note
432,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,54.0,Junior,Pordon,Tillinghast,19.0,37.0,2.0,,,,,,,,,,,
433,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,55.0,,Benjamin,Greene,20.0,239.0,,,,,,,,,,,,
434,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,56.0,,John,Dorrance,20.0,38.0,75.0,,,,,,,,,,,
435,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,57.0,,Elisha,Brown,20.0,79.0,26.0,,,,,,,,,,,
436,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,58.0,,Elizabeth Brown Administratix,,21.0,1644.0,3.0,,,,,,,,,,,
437,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,59.0,,Lydia,Dexter,21.0,69.0,80.0,,,,,,,,,,,
438,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,60.0,,Benjamin,Talbot,21.0,132.0,60.0,,,,,,,,,,,
439,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,61.0,,Abigail,Cushing,22.0,43.0,36.0,,,,,,,,,,,
440,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,62.0,,Peter,Turner,22.0,85.0,34.0,,,,,,,,,,,
441,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,63.0,,William,Greene,22.0,11.0,33.0,,,,,,,,,,,
442,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,64.0,,Elisha,Waterman,23.0,138.0,32.0,,,,,,,,,,,
443,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,65.0,,Amaziah,Waterman,23.0,20.0,59.0,,,,,,,,,,,
444,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,66.0,,Benjamin,Tillinghast,23.0,362.0,92.0,,,,,,,,,,,
445,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,67.0,,Benjamin Tillinghast and others,,24.0,84.0,60.0,,,,,,,,,,,
446,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,68.0,,Nicholas,Power,24.0,383.0,7.0,,,,,,,,,,,
447,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,69.0,,Elizabeth,Hammond,24.0,26.0,51.0,,,,,,,,,,,
448,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,70.0,,William,Holroyd,25.0,50.0,25.0,,,,,,,,,,,
449,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,71.0,,Moses and Nicholas,Brown,25.0,5695.0,20.0,,,,,,,,,,,
450,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,72.0,,Daniel,Teftt,25.0,168.0,47.0,,,,,,,,,,,
451,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,73.0,,John,Bannister,26.0,6.0,11.0,,,,,,,,,,,
452,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,74.0,,Nathaniel,Appleton,26.0,76.0,39.0,,,,,,,,,,,
453,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,75.0,,Edward,Clarke,26.0,108.0,55.0,,,,,,,,,,,
454,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,76.0,,Lydia,Nightingale,27.0,6.0,21.0,,,,,,,,,,,
455,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,77.0,,Daniel C,Verplank,27.0,581.0,73.0,,,,,,,,,,,
456,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,78.0,,Thomas,Allen,27.0,9.0,47.0,,,,,,,,,,,
457,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,79.0,,Welcome,Arnold,28.0,3449.0,40.0,,,,,,,,,,,
458,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,80.0,,Henry,Champion,28.0,88.0,14.0,,,,,,,,,,,
459,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,,,Carried over,,,26857.0,82.0,,,,,,,,,,,
460,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,,,Amount Brought forward,,,26857.0,82.0,,,,,,,,,,,
461,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,81.0,,Thomas,Lee,28.0,152.0,33.0,,,,,,,,,,,
462,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,82.0,,Thomas Lloyd,Halsey,29.0,42.0,49.0,,,,,,,,,,,
463,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,83.0,,Pardon Tillinghast W Greewich,,29.0,230.0,54.0,,,,,,,,,,,
464,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,84.0,,George,Gibbs,29.0,1070.0,50.0,,,,,,,,,,,
465,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,85.0,,Joseph,Tillinghast,30.0,38.0,49.0,,,,,,,,,,,
466,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,86.0,,Josiah,Draper,30.0,11.0,98.0,,,,,,,,,,,
467,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,87.0,,John,Hunt,30.0,20.0,43.0,,,,,,,,,,,
468,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,88.0,,Daniel,Austin,31.0,396.0,7.0,,,,,,,,,,,
469,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,89.0,,Benjamin,Morris,31.0,347.0,59.0,,,,,,,,,,,
470,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,90.0,,Daniel C,Verplank,31.0,527.0,75.0,,,,,,,,,,,
471,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,91.0,,Christopher,White,32.0,6.0,25.0,,,,,,,,,,,
472,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,92.0,,Zebedee,Manchester,32.0,4.0,8.0,,,,,,,,,,,
473,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,93.0,,Nathan,Angell,32.0,738.0,74.0,,,,,,,,,,,
474,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,94.0,,Amos,Throop,33.0,147.0,98.0,,,,,,,,,,,
475,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,95.0,,Christopher,Olney,33.0,21.0,52.0,,,,,,,,,,,
476,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,96.0,,Benjamin,Siexas,33.0,1036.0,42.0,,,,,,,,,,,
477,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,97.0,,Archibald,Munro,34.0,514.0,81.0,,,,,,,,,,,
478,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,98.0,,William,Bryam,34.0,39.0,99.0,,,,,,,,,,,
479,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,99.0,,Nathaniel,Shaler,34.0,457.0,17.0,,,,,,,,,,,
480,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,100.0,,William,Battey,35.0,107.0,57.0,,,,,,,,,,,
481,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,101.0,,Benjamin,Siexas,35.0,227.0,,,,,,,,,,,,
482,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,102.0,,Mary,Dexter,35.0,5.0,20.0,,,,,,,,,,,
483,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,103.0,,Nathan,Grosvenor,36.0,47.0,42.0,,,,,,,,,,,
484,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,104.0,,John Coffin,Jones,36.0,50.0,5.0,,,,,,,,,,,
485,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,105.0,,Pelatiah,Mason,36.0,106.0,70.0,,,,,,,,,,,
486,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,106.0,,John Chase administrator,,37.0,90.0,48.0,,,,,,,,,,,
487,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,107.0,,John Ward and co.,,37.0,529.0,22.0,,,,,,,,,,,
488,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,108.0,3rd,Samuel,Vernon,37.0,405.0,36.0,,,,,,,,,,,
489,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,109.0,,Caleb,Godfrey,38.0,9.0,79.0,,,,,,,,,,,
490,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,110.0,,Moses,Brown,38.0,156.0,3.0,,,,,,,,,,,
491,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,111.0,,John,Allen,38.0,19.0,81.0,,,,,,,,,,,
492,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,112.0,,Gad,Hitchcock,39.0,55.0,24.0,,,,,,,,,,,
493,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,113.0,,Pardon,Briggs,39.0,51.0,14.0,,,,,,,,,,,
494,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,114.0,,John,Childs,39.0,23.0,38.0,,,,,,,,,,,
495,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,115.0,,Zachariah,Allen,40.0,286.0,19.0,,,,,,,,,,,
496,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,116.0,,John,Manchester,40.0,18.0,53.0,,,,,,,,,,,
497,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,117.0,,Benjamin,Seabury,40.0,28.0,77.0,,,,,,,,,,,
498,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,118.0,,Samuel,Tefft,41.0,6.0,75.0,,,,,,,,,,,
499,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,119.0,,Jeremiah,Jenckes,41.0,1.0,99.0,,,,,,,,,,,
500,90.0,107.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,120.0,,Ezekiel,Tefft,41.0,5.0,41.0,,,,,,,,,,,
501,,,,,,,,,,,,,,Carried over,,,34894.0,98.0,,,,,,,,,,,
502,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,,,Mount brought forward,,,34894.0,98.0,,,,,,,,,,,
503,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,121.0,,Silas,Williams,42.0,24.0,78.0,,,,,,,,,,,
504,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,122.0,,John Ward and co.,,42.0,219.0,64.0,,,,,,,,,,,
505,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,123.0,Treasurer,Samuel,Nightingale,42.0,73.0,62.0,,,,,,,,,,,
506,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,124.0,,Jabez,Dennison,43.0,10.0,,,,,,,,,,,,
507,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,125.0,,John,Warner,43.0,27.0,18.0,,,,,,,,,,,
508,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,126.0,,John,Dewhurst,43.0,206.0,39.0,,,,,,,,,,,
509,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,127.0,,Philip,Allen,44.0,653.0,69.0,,,,,,,,,,,
510,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,128.0,,Joseph,Waterman,44.0,25.0,27.0,,,,,,,,,,,
511,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,129.0,,John,Mumford,44.0,115.0,89.0,,,,,,,,,,,
512,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,130.0,,John,Carter,45.0,5.0,14.0,,,,,,,,,,,
513,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,131.0,,Joseph,Russell,45.0,300.0,66.0,,,,,,,,,,,
514,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,132.0,,Thomas,Church,45.0,57.0,40.0,,,,,,,,,,,
515,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,133.0,,Stephen,Dexter,46.0,846.0,85.0,,,,,,,,,,,
516,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,134.0,,George,Leonard,46.0,2.0,43.0,,,,,,,,,,,
517,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,135.0,,Ruth,Mumford,46.0,291.0,28.0,,,,,,,,,,,
518,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,136.0,,David,Brown,47.0,89.0,94.0,,,,,,,,,,,
519,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,137.0,,Rebecca,Conant,47.0,89.0,94.0,,,,,,,,,,,
520,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,138.0,,Thomas,Arnold,47.0,25.0,13.0,,,,,,,,,,,
521,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,139.0,,Jonathan,Arnold,48.0,32.0,39.0,,,,,,,,,,,
522,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,140.0,,Samuel,McLellan,48.0,145.0,85.0,,,,,,,,,,,
523,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,141.0,,Philip,Paine,48.0,124.0,59.0,,,,,,,,,,,
524,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,142.0,Jun,James,Burret,49.0,12.0,55.0,,,,,,,,,,,
525,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,143.0,,Jabez,Reynolds,49.0,477.0,7.0,,,,,,,,,,,
526,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,144.0,,James,Orne,49.0,22.0,34.0,,,,,,,,,,,
527,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,145.0,,Daniel,Whitney,50.0,50.0,37.0,,,,,,,,,,,
528,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,146.0,,Jeremiah,Wheeler,50.0,25.0,3.0,,,,,,,,,,,
529,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,147.0,,Leonard,Crocker,50.0,20.0,59.0,,,,,,,,,,,
530,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,148.0,,Clarke and Nightingale,,51.0,2858.0,43.0,,,,,,,,,,,
531,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,149.0,,William,Walter,51.0,533.0,2.0,,,,,,,,,,,
532,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,150.0,,Nathaniel,Greene,51.0,227.0,92.0,,,,,,,,,,,
533,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,151.0,,Daniel C,Verplank,52.0,246.0,29.0,,,,,,,,,,,
534,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,152.0,,Rufus,Hopkins,52.0,70.0,14.0,,,,,,,,,,,
535,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,153.0,,Elizabeth,Olney,52.0,11.0,21.0,,,,,,,,,,,
536,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,154.0,,Baotist Benevolent and Society Warren,,53.0,179.0,64.0,,,,,,,,,,,
537,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,155.0,,John,Murray,53.0,94.0,62.0,,,,,,,,,,,
538,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,156.0,,Isaac,Senter,53.0,23.0,94.0,,,,,,,,,,,
539,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,157.0,,Rufus,Waterman,54.0,184.0,58.0,,,,,,,,,,,
540,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,158.0,,Elisha,Harris,54.0,20.0,13.0,,,,,,,,,,,
541,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,159.0,,Olney,Winsor,54.0,9.0,5.0,,,,,,,,,,,
542,91.0,108.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,160.0,,Thomas and Sarah,Smart,55.0,355.0,17.0,,,,,,,,,,,
543,,,,,,,,,,,,,,Carried over,,,43685.0,13.0,,,,,,,,,,,
544,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,,,Amount Brought forward,,,43685.0,13.0,,,,,,,,,,,
545,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,161.0,,Caleb,Greene,55.0,38.0,19.0,,,,,,,,,,,
546,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,162.0,,Benjamin,Richmond,55.0,55.0,17.0,,,,,,,,,,,
547,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,163.0,,Susanna,Barker,56.0,84.0,77.0,,,,,,,,,,,
548,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,164.0,,Thomas,Durfee,56.0,51.0,15.0,,,,,,,,,,,
549,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,165.0,,Solomon,Drown,56.0,37.0,65.0,,,,,,,,,,,
550,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,166.0,,Charles,Wheaton,57.0,16.0,67.0,,,,,,,,,,,
551,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,167.0,,Israel,Gorton,57.0,26.0,55.0,,,,,,,,,,,
552,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,168.0,,Cornwell,Barney,57.0,6.0,39.0,,,,,,,,,,,
553,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,169.0,,John,Foster,58.0,16.0,57.0,,,,,,,,,,,
554,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,170.0,,Mary and Ann,Power,58.0,9.0,6.0,,,,,,,,,,,
555,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,171.0,,Watson and Greenleaf,,58.0,346.0,35.0,,,,,,,,,,,
556,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,172.0,,Ezra,Hubbard,59.0,17.0,68.0,,,,,,,,,,,
557,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,173.0,,Asher,Robbins,59.0,19.0,68.0,,,,,,,,,,,
558,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,174.0,,Edward,Livingstone,59.0,818.0,65.0,,,,,,,,,,,
559,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,175.0,,Archibald,Crary,60.0,14.0,24.0,,,,,,,,,,,
560,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,176.0,,Samuel G,Arnold,60.0,15.0,27.0,,,,,,,,,,,
561,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,177.0,,Patience,Brown,60.0,28.0,31.0,,,,,,,,,,,
562,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,178.0,,Saunders,Pitman,61.0,22.0,11.0,,,,,,,,,,,
563,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,179.0,,Thomas,Newell,61.0,16.0,67.0,,,,,,,,,,,
564,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,180.0,,Isaac,Eveleth,61.0,27.0,23.0,,,,,,,,,,,
565,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,181.0,,Charles,Handy,62.0,92.0,,,,,,,,,,,,
566,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,182.0,,John,Templeman,62.0,210.0,75.0,,,,,,,,,,,
567,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,183.0,,Godfrey,Wenwood,62.0,22.0,63.0,,,,,,,,,,,
568,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,184.0,,John,Almy,63.0,152.0,94.0,,,,,,,,,,,
569,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,185.0,,Catherine,Crawford,63.0,126.0,68.0,,,,,,,,,,,
570,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,186.0,,Anthony,Steere,63.0,10.0,29.0,,,,,,,,,,,
571,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,187.0,,Samuel,Thurber,64.0,3.0,50.0,,,,,,,,,,,
572,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,188.0,,Jeremiah F,Jenkins,64.0,104.0,20.0,,,,,,,,,,,
573,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,189.0,,Samuel,Elam,64.0,23.0,42.0,,,,,,,,,,,
574,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,190.0,,Stephen,Ayrault,65.0,96.0,72.0,,,,,,,,,,,
575,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,191.0,,Henry,Smith,65.0,54.0,63.0,,,,,,,,,,,
576,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,192.0,,Freelove Colvin and others,,65.0,48.0,26.0,,,,,,,,,,,
577,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,193.0,,Constant,Tabor,66.0,22.0,50.0,,,,,,,,,,,
578,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,194.0,,Daniel,Trowbridge,66.0,66.0,50.0,,,,,,,,,,,
579,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,195.0,,Squire,Sessions,66.0,15.0,77.0,,,,,,,,,,,
580,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,196.0,,Amasa,Sessions,67.0,47.0,33.0,,,,,,,,,,,
581,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,197.0,,Richard,Fenner,67.0,72.0,61.0,,,,,,,,,,,
582,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,198.0,,Clark and Hammond,,67.0,73.0,38.0,,,,,,,,,,,
583,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,199.0,,William,Rhodes,68.0,23.0,24.0,,,,,,,,,,,
584,92.0,109.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,200.0,,Ebenezer,Carr,68.0,,58.0,,,,,,,,,,,
585,,,,,,,,,,,,,,Carried over,,,46621.0,42.0,,,,,,,,,,,
586,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,,,Amount Brought forward,,,46621.0,42.0,,,,,,,,,,,
587,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,201.0,,Caleb,Fisk,68.0,207.0,97.0,,,,,,,,,,,
588,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,202.0,,John,Brown,69.0,5217.0,43.0,,,,,,,,,,,
589,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,203.0,,Andrew,Elliott,69.0,4.0,79.0,,,,,,,,,,,
590,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,204.0,,Zephaniah,Brown,69.0,144.0,27.0,,,,,,,,,,,
591,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,205.0,,William,Wetmore,70.0,949.0,11.0,,,,,,,,,,,
592,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,206.0,,Brown and Benson,,70.0,1168.0,97.0,,,,,,,,,,,
593,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,207.0,,Andrew,Dexter,70.0,355.0,80.0,,,,,,,,,,,
594,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,208.0,,Thomas,Hughes,71.0,110.0,54.0,,,,,,,,,,,
595,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,209.0,,John,Malbone,71.0,35.0,42.0,,,,,,,,,,,
596,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,210.0,,Henry,Sherburne,71.0,189.0,78.0,,,,,,,,,,,
597,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,211.0,,Anne,Greene,72.0,216.0,88.0,,,,,,,,,,,
598,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,212.0,,Joseph,Arnold,72.0,197.0,86.0,,,,,,,,,,,
599,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,213.0,,Benjamin,Bosworth,72.0,232.0,83.0,,,,,,,,,,,
600,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,214.0,,Sylvester,Fuller,73.0,8.0,90.0,,,,,,,,,,,
601,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,215.0,,Edward,Woodman,73.0,54.0,24.0,,,,,,,,,,,
602,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,216.0,,Benjamin,Williams,73.0,37.0,86.0,,,,,,,,,,,
