,RegisterPage,JPEGNum,EntryNum,Title,First Name,Last Name,City,Occupation,drYear,drMonth,drDay,drNo,drTitle,drFirst,drLast,drNo2,DollarAmt,CentAmt,crYear,crMonth,crDay,crNo,crTitle,crFirst,crLast,crNo2,crDollarAmt,crCentAmt,Note,Unnamed: 29
441,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,81.0,,Thomas,Lee,,101.0,55.0,,,,,,,,,,,,
442,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,82.0,,Thomas L.,Halsey,29.0,28.0,33.0,,,,,,,,,,,,
443,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,,,Carried Over Dollars,,,18035.0,6.0,,,,,,,,,,,,
444,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,1792.0,1.0,1.0,,,Amount Brought Forward,,,18035.0,6.0,,,,,,,,,,,,
445,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,83.0,,Pardon,Tillinghast,29.0,153.0,69.0,,,,,,,,,,,,
446,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,84.0,,George,Gibbs,,713.0,67.0,,,,,,,,,,,,
447,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,85.0,,Joseph   ,Tillinghast,30.0,25.0,66.0,,,,,,,,,,,,
448,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,86.0,,Josiah,Draper,,7.0,99.0,,,,,,,,,,,,
449,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,87.0,,John,Hunt,,13.0,62.0,,,,,,,,,,,,
450,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,88.0,,Daniel,Austin,31.0,264.0,5.0,,,,,,,,,,,,
451,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,89.0,,Benjamin,Morris,,231.0,73.0,,,,,,,,,,,,
452,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,90.0,,Daniel C., Verplank,,351.0,83.0,,,,,,,,,,,,
453,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,91.0,,Christopher,White,32.0,4.0,17.0,,,,,,,,,,,,
454,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,92.0,,Zabedee,Manchester,,2.0,72.0,,,,,,,,,,,,
455,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,93.0,,Nathan,Angell,,492.0,49.0,,,,,,,,,,,,
456,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,94.0,,Amos,Throop,33.0,98.0,65.0,,,,,,,,,,,,
457,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,95.0,,Christopher,Olney,,14.0,35.0,,,,,,,,,,,,
458,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,96.0,,Benjamin,Seixas,,690.0,95.0,,,,,,,,,,,,
459,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,97.0,Treasurer,Archibald,Muroe,34.0,343.0,21.0,,,,,,,,,,,,
460,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,98.0,,William,Byram,,26.0,66.0,,,,,,,,,,,,
461,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,99.0,,Nathaniel,Shayler,,304.0,78.0,,,,,,,,,,,,
462,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,100.0,,William,Battey,35.0,71.0,71.0,,,,,,,,,,,,
463,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,101.0,,Benjamin,Siexas,,151.0,34.0,,,,,,,,,,,,
464,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,102.0,,Mary,Dexter,,3.0,47.0,,,,,,,,,,,,
465,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,103.0,,Nathan,Grosvenor,36.0,31.0,62.0,,,,,,,,,,,,
466,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,104.0,,John,Coffin Jones,,33.0,37.0,,,,,,,,,,,,
467,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,105.0,,Palatiah,Mason,,71.0,13.0,,,,,,,,,,,,
468,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,106.0,,John,"Chace, Administrator",37.0,60.0,32.0,,,,,,,,,,,,
469,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,107.0,,John Ward and Company,,,352.0,82.0,,,,,,,,,,,,
470,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,108.0,,Samuel,Vernon 3rd,,270.0,24.0,,,,,,,,,,,,
471,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,109.0,,Caleb,Godfry,38.0,6.0,53.0,,,,,,,,,,,,
472,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,110.0,,Moses  ,Brown,,104.0,2.0,,,,,,,,,,,,
473,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,111.0,,John,Allen,,13.0,20.0,,,,,,,,,,,,
474,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,112.0,,God,Hitchcock,39.0,36.0,83.0,,,,,,,,,,,,
475,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,113.0,,Pardon,Briggs,,34.0,9.0,,,,,,,,,,,,
476,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,114.0,,John,Childs,,15.0,59.0,,,,,,,,,,,,
477,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,115.0,,Zachariah,Allen,40.0,190.0,80.0,,,,,,,,,,,,
478,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,116.0,,John,Manchester,,12.0,35.0,,,,,,,,,,,,
479,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,117.0,,Benjamin,Seabury,,19.0,18.0,,,,,,,,,,,,
480,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,118.0,,Samuel,Tefft,41.0,4.0,50.0,,,,,,,,,,,,
481,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,119.0,,Jeremiah,Jenckes,,1.0,32.0,,,,,,,,,,,,
482,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,120.0,,Ezekiel,Tefft,,3.0,61.0,,,,,,,,,,,,
483,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,121.0,,Silas,Williams,42.0,16.0,52.0,,,,,,,,,,,,
484,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,122.0,,John Ward and Company,,,146.0,43.0,,,,,,,,,,,,
485,90.0,103.0,,,Funded Deferred Stock Assumed Debt,,,,,,,,,Carried Over Dollars,,,23426.0,27.0,,,,,,,,,,,,
486,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,1792.0,1.0,1.0,,,Amount Brought Forward,,42.0,23426.0,27.0,,,,,,,,,,,,
487,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,123.0,,Samuel,Nightingale,43.0,49.0,8.0,,,,,,,,,,,,
488,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,124.0,,Jabez,Dennison,,6.0,66.0,,,,,,,,,,,,
489,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,125.0,,John,Warner,,18.0,12.0,,,,,,,,,,,,
490,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,126.0,,John,Dewhurst,44.0,137.0,59.0,,,,,,,,,,,,
491,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,127.0,,Phillip,Allen,,435.0,79.0,,,,,,,,,,,,
492,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,128.0,,Joseph,Waterman,,16.0,84.0,,,,,,,,,,,,
493,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,129.0,,John,Mumford,,77.0,26.0,,,,,,,,,,,,
494,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,130.0,,John,Carter,45.0,3.0,43.0,,,,,,,,,,,,
495,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,131.0,,Joseph,Russell,,200.0,44.0,,,,,,,,,,,,
496,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,132.0,,Thomas,Church,,38.0,26.0,,,,,,,,,,,,
497,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,133.0,,Stephen,Dexter,46.0,564.0,57.0,,,,,,,,,,,,
498,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,134.0,,George,Leonard,,1.0,62.0,,,,,,,,,,,,
499,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,135.0,,Ruth,Mumford,,194.0,18.0,,,,,,,,,,,,
500,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,136.0,,David,Brown,47.0,59.0,96.0,,,,,,,,,,,,
501,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,137.0,,Rebecka,Conant,,59.0,96.0,,,,,,,,,,,,
502,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,138.0,,Thomas,Arnold,,16.0,75.0,,,,,,,,,,,,
503,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,139.0,,Jonathan,Arnold,48.0,21.0,59.0,,,,,,,,,,,,
504,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,140.0,,Samuel,McCellan,,97.0,23.0,,,,,,,,,,,,
505,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,141.0,,Phillip,Paine,,83.0,6.0,,,,,,,,,,,,
506,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,142.0,Jun,James,Burnell,49.0,8.0,37.0,,,,,,,,,,,,
507,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,143.0,,Jabez,Reynolds,,318.0,5.0,,,,,,,,,,,,
508,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,144.0,,James,Orney,,14.0,90.0,,,,,,,,,,,,
509,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,145.0,,Daniel,Whitney,50.0,33.0,58.0,,,,,,,,,,,,
510,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,146.0,,Jeremiah,Whocler,,16.0,68.0,,,,,,,,,,,,
511,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,147.0,,Leonard,Cracker,,13.0,72.0,,,,,,,,,,,,
512,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,148.0,,Clarke and Nightingale,,51.0,1905.0,62.0,,,,,,,,,,,,
513,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,149.0,,William,Walter,,355.0,34.0,,,,,,,,,,,,
514,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,150.0,,Nathaniel,Greene,,151.0,95.0,,,,,,,,,,,,
515,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,151.0,,Daniel C.,Verplank,52.0,164.0,19.0,,,,,,,,,,,,
516,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,152.0,,Rufus,Hopkins,,46.0,76.0,,,,,,,,,,,,
517,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,153.0,,Elizabeth,Olney,,7.0,47.0,,,,,,,,,,,,
518,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,154.0,,Baptist Benevolent Society in Warren,,53.0,119.0,76.0,,,,,,,,,,,,
519,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,155.0,,John,Munray,,63.0,8.0,,,,,,,,,,,,
520,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,156.0,,Isaac,Senter,,15.0,96.0,,,,,,,,,,,,
521,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,157.0,,Rufus,Waterman,54.0,123.0,6.0,,,,,,,,,,,,
522,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,158.0,,Elisha,Harris,,13.0,42.0,,,,,,,,,,,,
523,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,159.0,,Olney,Winsor,,6.0,4.0,,,,,,,,,,,,
524,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,160.0,,Thomas and Sarah Smant,,55.0,236.0,78.0,,,,,,,,,,,,
525,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,161.0,,Caleb,Greene,,25.0,46.0,,,,,,,,,,,,
526,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,162.0,,Benjamin,Richmond,,36.0,78.0,,,,,,,,,,,,
527,91.0,104.0,,,Funded Deferred Stock Assumed Debt,,,,,,,,,,,,29185.0,63.0,,,,,,,,,,,,
528,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,,,Amount Bought Forward,,,29185.0,63.0,,,,,,,,,,,,
529,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,163.0,,Susanna,Barker,56.0,56.0,51.0,,,,,,,,,,,,
530,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,164.0,,Thomas,Durfee,,34.0,10.0,,,,,,,,,,,,
531,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,165.0,,Solomon,Drown,,25.0,10.0,,,,,,,,,,,,
532,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,166.0,,Charles,Wheaten,57.0,11.0,11.0,,,,,,,,,,,,
533,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,167.0,,Israel,Gorton,,17.0,70.0,,,,,,,,,,,,
534,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,168.0,,Cromwell,Barney,,4.0,26.0,,,,,,,,,,,,
535,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,169.0,,John,Foster,58.0,11.0,5.0,,,,,,,,,,,,
536,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,170.0,,Mary and Ann Power,,,6.0,4.0,,,,,,,,,,,,
537,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,171.0,,Watson and Greenleaf,,,230.0,90.0,,,,,,,,,,,,
538,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,172.0,,Ezra,Hubbard,59.0,11.0,79.0,,,,,,,,,,,,
539,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,173.0,,Asher,Robbins,,13.0,12.0,,,,,,,,,,,,
540,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,174.0,,Edward,Levingston,,545.0,76.0,,,,,,,,,,,,
541,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,175.0,,Archibald,Crary,60.0,9.0,49.0,,,,,,,,,,,,
542,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,176.0,,Samuel and Arnold,,,10.0,18.0,,,,,,,,,,,,
543,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,177.0,,Patience,Brown,,18.0,87.0,,,,,,,,,,,,
544,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,178.0,,Saundars,Pitman,61.0,14.0,74.0,,,,,,,,,,,,
545,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,179.0,,Thomas,Newell,,11.0,11.0,,,,,,,,,,,,
546,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,180.0,,Isaac,Evelith,,18.0,15.0,,,,,,,,,,,,
547,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,181.0,,Charles,Handy,62.0,61.0,33.0,,,,,,,,,,,,
548,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,182.0,,Jn,Templeman,,140.0,50.0,,,,,,,,,,,,
549,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,183.0,,Godfrey,Warwood,,15.0,9.0,,,,,,,,,,,,
550,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,184.0,,John,Almy,63.0,101.0,96.0,,,,,,,,,,,,
551,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,185.0,,Catharine,Crowford,,84.0,45.0,,,,,,,,,,,,
552,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,186.0,,Anthony,Steere,,6.0,86.0,,,,,,,,,,,,
553,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,187.0,,Samuel,Thonber,64.0,2.0,33.0,,,,,,,,,,,,
554,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,188.0,,Jeremiah F. ,Jenkins,,69.0,47.0,,,,,,,,,,,,
555,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,189.0,,Samuel,Elam,,15.0,61.0,,,,,,,,,,,,
556,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,190.0,,Stephen,Ayrault,65.0,64.0,48.0,,,,,,,,,,,,
557,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,191.0,,Henry,Smith,,36.0,42.0,,,,,,,,,,,,
558,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,192.0,,Freelove Colvin and Others,,,32.0,18.0,,,,,,,,,,,,
559,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,193.0,,Constant,Tabor,66.0,15.0,,,,,,,,,,,,,
560,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,194.0,,Daniel,Trowbridge,,44.0,34.0,,,,,,,,,,,,
561,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,195.0,,Squire,Sessions,,10.0,51.0,,,,,,,,,,,,
562,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,196.0,,Amasa,Sessions,,31.0,55.0,,,,,,,,,,,,
563,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,197.0,,Richard,Fenner,,48.0,41.0,,,,,,,,,,,,
564,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,198.0,,Clarke and Hammond,,,48.0,92.0,,,,,,,,,,,,
565,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,199.0,,William,Rhodes,68.0,15.0,49.0,,,,,,,,,,,,
566,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,200.0,,Ebenezar,Carr,,,38.0,,,,,,,,,,,,
567,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,201.0,,Caleb,Fisk,,138.0,65.0,,,,,,,,,,,,
568,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,202.0,,John   ,Brown,69.0,3478.0,29.0,,,,,,,,,,,,
569,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,203.0,,Andrew,Elliot,,3.0,19.0,,,,,,,,,,,,
570,92.0,105.0,,,Funded Deferred Stock Assumed Debt,,,,,,,,,Carried Over Dollars,,,34701.0,2.0,,,,,,,,,,,,
571,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,1792.0,1.0,1.0,,,Amount Brought Forward,,,34701.0,2.0,,,,,,,,,,,,
572,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,204.0,,Zephaniah,Brown,69.0,96.0,18.0,,,,,,,,,,,,
573,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,205.0,,William,Wetmore,70.0,632.0,74.0,,,,,,,,,,,,
574,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,206.0,,Brown and Bonson,,,779.0,32.0,,,,,,,,,,,,
575,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,207.0,,Andrew,Dexter,,237.0,20.0,,,,,,,,,,,,
576,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,208.0,,Thomas,Hughes,71.0,73.0,69.0,,,,,,,,,,,,
577,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,209.0,,John,Malbone,,23.0,62.0,,,,,,,,,,,,
578,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,210.0,,Henry,Sherburne,,126.0,52.0,,,,,,,,,,,,
579,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,211.0,,Ann ,Greene,72.0,144.0,59.0,,,,,,,,,,,,
580,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,212.0,,Joseph,Arnold,,131.0,91.0,,,,,,,,,,,,
581,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,213.0,,Benjamin,Bosworth,,155.0,22.0,,,,,,,,,,,,
582,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,214.0,,Sylvister,Fuller,73.0,5.0,93.0,,,,,,,,,,,,
583,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,215.0,,Edward,Woodman,,36.0,16.0,,,,,,,,,,,,
584,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,216.0,,Benjamin,Williams,,25.0,24.0,,,,,,,,,,,,
585,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,217.0,,John,Fitton,74.0,96.0,90.0,,,,,,,,,,,,
586,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,218.0,,Charles,Lippitt,,12.0,6.0,,,,,,,,,,,,
587,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,219.0,,Jonathan,Smith,,22.0,37.0,,,,,,,,,,,,
588,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,220.0,,Samuel,Vernon 2,75.0,110.0,54.0,,,,,,,,,,,,
589,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,221.0,,Joseph,Martin,,460.0,9.0,,,,,,,,,,,,
590,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,222.0,,William,Arnold,,208.0,40.0,,,,,,,,,,,,
591,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,223.0,,John,Bullock,76.0,58.0,23.0,,,,,,,,,,,,
592,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,224.0,,Andrew,Brown,,15.0,97.0,,,,,,,,,,,,
593,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,225.0,,Elisha,Brown,,12.0,53.0,,,,,,,,,,,,
594,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,226.0,,William,"Holroyd, Treasurer",77.0,35.0,20.0,,,,,,,,,,,,
595,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,227.0,,Daniel C.,Verplank,,414.0,53.0,,,,,,,,,,,,
596,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,228.0,,Jonathan,Wheeler,,138.0,25.0,,,,,,,,,,,,
597,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,229.0,,Andrew,Spooner,78.0,192.0,61.0,,,,,,,,,,,,
598,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,230.0,,Nancy,Ensworth,,107.0,33.0,,,,,,,,,,,,
599,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,231.0,,Richard,Olney,,195.0,66.0,,,,,,,,,,,,
600,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,232.0,,Ann,Johnson,79.0,20.0,28.0,,,,,,,,,,,,
601,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,233.0,,Nathaniel,Metcalf,,21.0,44.0,,,,,,,,,,,,
602,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,234.0,,George C.,Hazard,,186.0,7.0,,,,,,,,,,,,
603,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,235.0,,Oliver R.,Warner,80.0,27.0,93.0,,,,,,,,,,,,
604,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,236.0,,William,Brayton,,16.0,54.0,,,,,,,,,,,,
605,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,237.0,,Joseph,Potter,,44.0,48.0,,,,,,,,,,,,
606,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,238.0,,Phineas,Potter,81.0,67.0,9.0,,,,,,,,,,,,
607,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,239.0,,Thomas,Sabin,,69.0,88.0,,,,,,,,,,,,
608,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,240.0,,Knight,Dexter,,39.0,88.0,,,,,,,,,,,,
609,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,241.0,,James,Congdon,82.0,90.0,71.0,,,,,,,,,,,,
610,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,242.0,,Hezakiah,Babcock,,42.0,16.0,,,,,,,,,,,,
611,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,243.0,,Daniel L.,favor,,26.0,30.0,,,,,,,,,,,,
612,93.0,106.0,,,Funded Deferred Stock Assumed Debt,,,,,,,,,Carried Over Dollars,,,39902.0,77.0,,,,,,,,,,,,
613,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,1792.0,1.0,1.0,,,Amount Brought Forward,,,39902.0,77.0,,,,,,,,,,,,
614,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,244.0,,Nathan,Angell,83.0,396.0,66.0,1792.0,1.0,12.0,,,Benjamin,Siexas,,2119.0,53.0,,
615,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,245.0,,Timothy,Gladding,,103.0,86.0,,,,,,Joseph,Winter,,571.0,89.0,,
616,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,246.0,,John,Low,,171.0,19.0,,,,,,Edward,Livingston,,545.0,76.0,,
617,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,247.0,,John,Dorrance,84.0,59.0,80.0,,,,,,Daniel L.,Verplank,,578.0,72.0,,
618,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,248.0,,Elizabeth,Slack,,30.0,88.0,,,,,,John,Templeman,,140.0,50.0,,
619,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,249.0,,Elkanah,Humphry,,27.0,77.0,,,,,,Silas,Talbot,,286.0,21.0,,
620,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,250.0,,Pardon,Tillinghast,85.0,38.0,39.0,,,,,,Samuel Ward and Company,,,1187.0,91.0,,
621,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,251.0,,William G.,Spencer,,103.0,2.0,,,,,,John,Dewhurst,,137.0,59.0,,
622,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,252.0,,Robert,Stanton,,22.0,17.0,,,,,,James H.,Olney,,103.0,86.0,,
623,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,253.0,,Jesse,Whipple,86.0,46.0,87.0,,,,,,William,Allen,,940.0,32.0,,
624,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,254.0,,Simeon,Perry,,280.0,49.0,,,,,,Andrew,Hamersley,,378.0,89.0,,
625,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,255.0,,Nathaniel,Wherton,,36.0,55.0,,,,,,Benjamin,Siexas,,66.0,59.0,,
626,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,256.0,,"Nathan Waterman and R Newell, Administrator", ,87.0,490.0,63.0,,,,,,,,,7057.0,77.0,,
627,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,257.0,,Stephen,Tillinghast,,264.0,25.0,,,,,,,,,,,,
